instrument,signal_column,training_end,date,close,primary_signal,vol,tp,sl,timeout_date,timeout_close,touch_date,touch_price,touched_barrier,triple_barrier_label,metalabel,volatility_method,ewma_span,volatility_window,num_days,take_profit_mult,stop_loss_mult,holding_period_days,raw_touch_return,signed_touch_return
ho1s,ho1s,2022-01-01,2020-07-01,0.93442002,-1,0.02984311369467438,0.8786480142091202,0.9901920257908798,2020-07-30,0.94481843,2020-07-21,0.99704704,upper,1,0,garman_klass,100,20,20,2.0,2.0,20,0.06702234397760432,-0.06702234397760432
ho1s,ho1s,2022-01-01,2020-07-10,0.96682405,-1,0.02648508730478874,0.9156112112547612,1.018036888745239,2020-08-07,0.94450873,2020-08-07,0.94450873,timeout,0,0,garman_klass,100,20,20,2.0,2.0,28,-0.023081055958423913,0.023081055958423913
ho1s,ho1s,2022-01-01,2020-09-08,0.81993471,1,0.020643026592039038,0.8537865780445315,0.7860828419554683,2020-10-06,0.89453757,2020-09-17,0.88313548,upper,1,1,garman_klass,100,20,20,2.0,2.0,9,0.07708024703576699,0.07708024703576699
ho1s,ho1s,2022-01-01,2020-09-21,0.84315909,1,0.022885852833452177,0.8817519196978548,0.8045662603021451,2020-10-19,0.87158334,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,15,0.06093568889828371,0.06093568889828371
ho1s,ho1s,2022-01-01,2020-09-22,0.83463079,1,0.02296302830777062,0.8729620909146139,0.7962994890853861,2020-10-20,0.88317334,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,14,0.07177638390263552,0.07177638390263552
ho1s,ho1s,2022-01-01,2020-09-23,0.84125365,1,0.023422391739694983,0.8806619950854965,0.8018453049145035,2020-10-21,0.85788606,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,13,0.06333870884245196,0.06333870884245196
ho1s,ho1s,2022-01-01,2020-09-24,0.84772599,1,0.02331379561287113,0.8872534109331578,0.8081985690668424,2020-10-22,0.87354009,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,12,0.05522017792565248,0.05522017792565248
ho1s,ho1s,2022-01-01,2020-09-25,0.85291892,1,0.022955778227941273,0.8920777551478704,0.8137600848521297,2020-10-23,0.8658414,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,11,0.04879555257139789,0.04879555257139789
ho1s,ho1s,2022-01-01,2020-09-29,0.8396732,1,0.022936639643424853,0.8781917632132828,0.8011546367867172,2020-10-27,0.86628987,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,7,0.06534014661894649,0.06534014661894649
ho1s,ho1s,2022-01-01,2020-09-30,0.86714301,1,0.02338630224968009,0.9077015470511147,0.8265844729488854,2020-10-28,0.83213159,2020-10-02,0.81656845,lower,-1,0,garman_klass,100,20,20,2.0,2.0,2,-0.05832320553445969,-0.05832320553445969
ho1s,ho1s,2022-01-01,2020-10-01,0.84667236,1,0.024425155008835634,0.8880325672693935,0.8053121527306066,2020-10-29,0.81239901,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,5,0.05653333244515024,0.05653333244515024
ho1s,ho1s,2022-01-01,2020-10-02,0.81656845,1,0.02437056332579517,0.8563689162411428,0.7767679837588571,2020-10-30,0.81165157,2020-10-06,0.89453757,upper,1,1,garman_klass,100,20,20,2.0,2.0,4,0.09548387523421953,0.09548387523421953
ho1s,ho1s,2022-01-01,2020-10-23,0.8658414,1,0.022482940405392022,0.9047747211934424,0.8269080788065576,2020-11-20,0.96071626,2020-10-29,0.81239901,lower,-1,0,garman_klass,100,20,20,2.0,2.0,6,-0.061723070760996146,-0.061723070760996146
ho1s,ho1s,2022-01-01,2020-10-26,0.8430443,1,0.02255325075622493,0.8810710789930122,0.8050175210069878,2020-11-23,0.97894405,2020-11-09,0.9094175,upper,1,1,garman_klass,100,20,20,2.0,2.0,14,0.07873038225867846,0.07873038225867846
ho1s,ho1s,2022-01-01,2020-10-27,0.86628987,1,0.022275599519309273,0.9048841224235089,0.827695617576491,2020-11-24,1.01495324,2020-10-29,0.81239901,lower,-1,0,garman_klass,100,20,20,2.0,2.0,2,-0.06220880777470017,-0.06220880777470017
ho1s,ho1s,2022-01-01,2020-10-29,0.81239901,1,0.02276931518661316,0.849394548231965,0.775403471768035,2020-11-27,1.03035386,2020-11-04,0.87712783,upper,1,1,garman_klass,100,20,20,2.0,2.0,6,0.07967614337688578,0.07967614337688578
ho1s,ho1s,2022-01-01,2020-10-30,0.81165157,1,0.022255397591537388,0.8477788267922911,0.7755243132077089,2020-11-30,1.02030998,2020-11-04,0.87712783,upper,1,1,garman_klass,100,20,20,2.0,2.0,5,0.08067040392714331,0.08067040392714331
ho1s,ho1s,2022-01-01,2020-12-18,1.12565918,-1,0.01753327050824342,1.086186206193945,1.1651321538060548,2021-01-20,1.18954463,2021-01-08,1.17401008,upper,1,0,garman_klass,100,20,20,2.0,2.0,21,0.04295340975231943,-0.04295340975231943
ho1s,ho1s,2022-01-01,2020-12-21,1.09917308,-1,0.01937878848163269,1.0565717947559503,1.1417743652440493,2021-01-21,1.18969328,2021-01-07,1.14323831,upper,1,0,garman_klass,100,20,20,2.0,2.0,17,0.04008943705207946,-0.04008943705207946
ho1s,ho1s,2022-01-01,2021-01-04,1.08667473,1,0.01924793107838308,1.1285072106153209,1.044842249384679,2021-02-02,1.24329778,2021-01-05,1.12896734,upper,1,1,garman_klass,100,20,20,2.0,2.0,1,0.03891929096391156,0.03891929096391156
ho1s,ho1s,2022-01-01,2021-06-17,1.54375104,1,0.014639640666499547,1.5889509610082702,1.4985511189917302,2021-07-16,1.57599209,2021-06-22,1.60664239,upper,1,1,garman_klass,100,20,20,2.0,2.0,5,0.04073930858695962,0.04073930858695962
ho1s,ho1s,2022-01-01,2021-06-28,1.58158521,1,0.015761996833808186,1.6314430921448357,1.5317273278551644,2021-07-27,1.59932985,2021-07-19,1.4804616,lower,-1,0,garman_klass,100,20,20,2.0,2.0,21,-0.06393813584030683,-0.06393813584030683
ho1s,ho1s,2022-01-01,2021-06-29,1.58434448,1,0.015210574582977905,1.6325420597563387,1.5361469002436612,2021-07-28,1.60834919,2021-07-19,1.4804616,lower,-1,0,garman_klass,100,20,20,2.0,2.0,20,-0.06556836679861444,-0.06556836679861444
ho1s,ho1s,2022-01-01,2021-07-07,1.55794495,1,0.017625545439374,1.6128642090165366,1.5030256909834634,2021-08-04,1.54603376,2021-07-13,1.62901487,upper,1,1,garman_klass,100,20,20,2.0,2.0,6,0.045617735081075805,0.045617735081075805
ho1s,ho1s,2022-01-01,2021-07-08,1.58128691,1,0.01831387218474541,1.6392058827143021,1.523367937285698,2021-08-05,1.56981201,2021-07-19,1.4804616,lower,-1,0,garman_klass,100,20,20,2.0,2.0,11,-0.06376155355640045,-0.06376155355640045
ho1s,ho1s,2022-01-01,2021-11-03,1.82025181,1,0.015902201394275405,1.8781438317418289,1.7623597882581714,2021-12-02,1.57681685,2021-11-19,1.71475272,lower,-1,0,garman_klass,100,20,20,2.0,2.0,16,-0.05795851399263274,-0.05795851399263274
ho1s,ho1s,2022-01-01,2021-11-04,1.79939125,1,0.016098701612460603,1.8573269756356452,1.7414555243643548,2021-12-03,1.57306859,2021-11-09,1.8752818,upper,1,1,garman_klass,100,20,20,2.0,2.0,5,0.04217568024741691,0.04217568024741691
ho1s,ho1s,2022-01-01,2021-11-05,1.83602807,1,0.01644368206681089,1.896410193697641,1.775645946302359,2021-12-06,1.62764322,2021-11-17,1.76783872,lower,-1,0,garman_klass,100,20,20,2.0,2.0,12,-0.037139601030173774,-0.037139601030173774
ho1s,ho1s,2022-01-01,2021-11-08,1.84462651,1,0.016286105632275113,1.90471007438791,1.78454294561209,2021-12-07,1.66767461,2021-11-17,1.76783872,lower,-1,0,garman_klass,100,20,20,2.0,2.0,9,-0.041627825244688665,-0.041627825244688665
ho1s,ho1s,2022-01-01,2021-11-12,1.79722295,1,0.017061483200745686,1.8585495283388391,1.7358963716611608,2021-12-13,1.67382175,2021-11-19,1.71475272,lower,-1,0,garman_klass,100,20,20,2.0,2.0,7,-0.045887590073340756,-0.045887590073340756
ho1s,ho1s,2022-01-01,2021-11-15,1.79303588,1,0.017011476497693422,1.8540402554642819,1.732031504535718,2021-12-14,1.66302677,2021-11-19,1.71475272,lower,-1,0,garman_klass,100,20,20,2.0,2.0,4,-0.043659561346870546,-0.043659561346870546
ho1s,ho1s,2022-01-01,2021-11-18,1.78249345,1,0.01640285199798674,1.8409694024954617,1.7240174975045384,2021-12-17,1.66415124,2021-11-19,1.71475272,lower,-1,0,garman_klass,100,20,20,2.0,2.0,1,-0.038003354233924425,-0.038003354233924425
ho1s,ho1s,2022-01-01,2021-11-22,1.74233989,1,0.018472299261644978,1.8067099377271632,1.6779698422728369,2021-12-21,1.69256303,2021-11-26,1.56729628,lower,-1,0,garman_klass,100,20,20,2.0,2.0,4,-0.10046467454751318,-0.10046467454751318
ho1s,ho1s,2022-01-01,2021-11-26,1.56729628,1,0.02186494975531934,1.635833988827798,1.4987585711722022,2021-12-27,1.76285469,2021-12-07,1.66767461,upper,1,1,garman_klass,100,20,20,2.0,2.0,11,0.06404553579365335,0.06404553579365335
ho1s,ho1s,2022-01-01,2021-11-29,1.61040124,1,0.023222681180540845,1.6851969091385353,1.5356055708614649,2021-12-28,1.77495839,2021-12-08,1.69518681,upper,1,1,garman_klass,100,20,20,2.0,2.0,9,0.052648723742910075,0.052648723742910075
ho1s,ho1s,2022-01-01,2021-11-30,1.54450687,1,0.025173900675777027,1.6222693950768707,1.4667443449231294,2021-12-29,1.77961944,2021-12-06,1.62764322,upper,1,1,garman_klass,100,20,20,2.0,2.0,6,0.05382711570586918,0.05382711570586918
ho1s,ho1s,2022-01-01,2021-12-01,1.55710102,1,0.026057711746244522,1.6382499990778865,1.4759520409221134,2021-12-30,1.79397849,2021-12-07,1.66767461,upper,1,1,garman_klass,100,20,20,2.0,2.0,6,0.07101247034055636,0.07101247034055636
ho1s,ho1s,2022-01-01,2021-12-02,1.57681685,1,0.027391628248867823,1.6632000119435015,1.4904336880564983,2021-12-31,1.74811976,2021-12-07,1.66767461,upper,1,1,garman_klass,100,20,20,2.0,2.0,5,0.057620997644717065,0.057620997644717065
